site.date,nds.id,nutrient,N,P,Si,top,cr.area,gpp.area,chla,notes,cr.nrr,chla.nrr,gpp.nrr,cr.es,gpp.es,chla.es
aht_fall,A1,Si,0,0,1,sponge,-9.469852038,3.122831252,NA,,0.559032052931186,NA,NA,-0.581548467701336,NA,NA
aht_fall,A2,P,0,1,0,sponge,-14.22761113,5.523216386,NA,,0.839895980042185,NA,NA,-0.174477228095865,NA,NA
aht_fall,A5,P,0,1,0,sponge,-11.31099131,0,NA,,0.667719692698762,NA,NA,-0.403886815219758,NA,NA
aht_fall,A6,control,0,0,0,sponge,-13.62759973,0,NA,,0.804475616199314,NA,NA,-0.217564622270297,NA,NA
aht_fall,A7,Si,0,0,1,sponge,-9.459993952,0,NA,,0.55845010233339,NA,NA,-0.582590006749925,NA,NA
aht_fall,A8,NPSi,1,1,1,sponge,-10.29608293,0,NA,,0.607806790899265,NA,NA,-0.497898225644348,NA,NA
aht_fall,B1,NSi,1,0,1,sponge,-5.86117618,0,NA,,0.346001747371416,NA,NA,-1.06131145373076,NA,NA
aht_fall,B2,NPSi,1,1,1,sponge,-8.724847234,0,NA,,0.51505231984217,NA,NA,-0.663486791551968,NA,NA
aht_fall,B4,N,1,0,0,sponge,-9.16293976,1.611125649,NA,,0.540914156246882,NA,NA,-0.614494688794644,NA,NA
aht_fall,B6,N,1,0,0,sponge,-14.23751152,3.711423937,NA,,0.840480427964318,NA,NA,-0.17378161258625,NA,NA
aht_fall,B7,control,0,0,0,sponge,-16.46448186,0,NA,,0.97194476299209,NA,NA,-0.0284563043339193,NA,NA
aht_fall,C2,N,1,0,0,sponge,-12.15657202,2.510695814,NA,,0.717636704953385,NA,NA,-0.331791819945055,NA,NA
aht_fall,C4,control,0,0,0,sponge,-17.44295145,0,NA,,1.0297065803292,NA,NA,0.0292738881905967,NA,NA
aht_fall,C6,NSi,1,0,1,sponge,-13.9005659,0,NA,,0.820589578464356,NA,NA,-0.197732198951898,NA,NA
aht_fall,C8,NPSi,1,1,1,sponge,-13.24910494,0,NA,,0.78213200210393,NA,NA,-0.24573175203764,NA,NA
aht_fall,D1,NP,1,1,0,sponge,-9.694613186,0,NA,,0.572300336900293,NA,NA,-0.558091360889475,NA,NA
aht_fall,D3,PSi,0,1,1,sponge,-13.65853462,0,NA,bit of biofilm fell off during GPP to CR transition,0.806301789934078,NA,NA,-0.21529717735802,NA,NA
aht_fall,D4,P,0,1,0,sponge,-19.50427145,10.42006557,NA,,1.15139210896514,NA,NA,0.140971739809943,NA,NA
aht_fall,D6,NP,1,1,0,sponge,-9.602492595,0,NA,,0.566862198807183,NA,NA,-0.56763904040576,NA,NA
aht_fall,D8,Si,0,0,1,sponge,-5.838456371,2.933915276,NA,,0.344660533019121,NA,NA,-1.06519530862285,NA,NA
aht_fall,E2,NSi,1,0,1,sponge,-15.33209091,5.634973433,NA,,0.90509653400615,NA,NA,-0.0997136735606641,NA,NA
aht_fall,E5,Si,0,0,1,sponge,-8.342014106,0.614873364,NA,,0.492452601428712,NA,NA,-0.708357063755316,NA,NA
aht_fall,F1,PSi,0,1,1,sponge,-16.21642947,2.08055934,NA,,0.957301531370335,NA,NA,-0.0436368573545868,NA,NA
aht_fall,F2,NPSi,1,1,1,sponge,-13.51070664,1.994529287,NA,,0.797575087678493,NA,NA,-0.2261792949265,NA,NA
aht_fall,F8,NSi,1,0,1,sponge,-13.41929936,0.83001863,0,,0.792179058343905,NA,NA,-0.232967828953238,NA,NA
aht_fall,G2,NP,1,1,0,sponge,-17.3039925,6.349373742,NA,,1.02150344190846,NA,NA,0.0212755047348264,NA,NA
aht_fall,G4,control,0,0,0,sponge,-19.55876153,1.547692605,NA,,1.15460881194683,NA,NA,0.143761595649892,NA,NA
aht_fall,H1,N,1,0,0,sponge,-13.85641067,0.171026751,NA,,0.817982970802958,NA,NA,-0.200913760685382,NA,NA
aht_fall,H2,PSi,0,1,1,sponge,-19.16786138,5.12722372,NA,,1.13153287449092,NA,NA,0.123573239572108,NA,NA
aht_fall,H5,NPSi,1,1,1,sponge,-15.27691715,7.865527371,NA,,0.901839471467373,NA,NA,-0.10331874430634,NA,NA
aht_fall,H7,NP,1,1,0,sponge,-14.29642169,0.953349167,NA,,0.843958061315027,NA,NA,-0.169652476005827,NA,NA
aht_fall,I2,NP,1,1,0,sponge,-14.00246188,0,NA,,0.826604785318302,NA,NA,-0.1904285877629,NA,NA
aht_fall,I3,P,0,1,0,sponge,-17.6858155,5.198394336,NA,,1.04404352961942,NA,NA,0.0431011836289929,NA,NA
aht_fall,I6,NSi,1,0,1,sponge,-16.18958049,4.853581095,NA,,0.955716560417433,NA,NA,-0.0452938948100819,NA,NA
aht_fall,I8,PSi,0,1,1,sponge,-19.60211676,3.266937491,NA,,1.15716819335373,NA,NA,0.145975807874256,NA,NA
aht_fall,J1,Si,0,0,1,sponge,-18.38130568,2.556504205,NA,,1.08510027491583,NA,NA,0.0816724019992908,NA,NA
aht_fall,J5,N,1,0,0,sponge,-18.25096011,10.95070301,NA,unsure of final P value,1.07740560858998,NA,NA,0.0745559369217915,NA,NA
aht_fall,J6,control,0,0,0,sponge,-17.6048312,0,NA,,1.03926279816739,NA,NA,0.0385116138858345,NA,NA
aht_fall,J7,PSi,0,1,1,sponge,-17.65192514,2.586018749,NA,,1.0420428861617,NA,NA,0.0411831000290479,NA,NA
aht_fall,J8,P,0,1,0,sponge,-21.14525481,3.517928591,NA,,1.24826398118506,NA,NA,0.221753770964784,NA,NA
aht_fall,A3,PSi,0,1,1,glass,-13.43465128,6.202816444,0.344707987,,NA,0.194823691752768,0.954119894719145,NA,-0.0469659396241618,-1.63566027426149
aht_fall,A4,NP,1,1,0,glass,-8.921988871,2.459784463,0.072575234,,NA,0.0410184142838007,0.378365104635579,NA,-0.971895664250275,-3.19373418423282
aht_fall,B3,N,1,0,0,glass,-12.52164913,7.552502295,0.522750707,,NA,0.295450718999759,1.16172915314008,NA,0.149909544462218,-1.21925322761833
aht_fall,B5,control,0,0,0,glass,-20.66947773,2.551311983,0.072575234,,NA,0.0410184142838007,0.392443907149681,NA,-0.935361663693084,-3.19373418423282
aht_fall,B8,PSi,0,1,1,glass,-10.58674047,3.423246524,0.072575234,,NA,0.0410184142838007,0.526565253472227,NA,-0.641380016868959,-3.19373418423282
aht_fall,C1,P,0,1,0,glass,-13.28831105,4.789114438,1.217968735,,NA,0.688377334848782,0.73666364378757,NA,-0.305623876602655,-0.373418139578431
aht_fall,C3,NPSi,1,1,1,glass,-16.19633902,7.390880708,0.50476138,,NA,0.28528342601421,1.13686845107595,NA,0.128277509812702,-1.25427211563554
aht_fall,C5,P,0,1,0,glass,-15.99952219,4.733223223,1.685452042,,NA,0.952591763110732,0.728066433044197,NA,-0.317362980767271,-0.0485688373977409
aht_fall,C7,P,0,1,0,glass,-15.59446045,3.372613316,0.337817743,final GPP may be off because probe slipped,NA,0.190929431034181,0.518776831628311,NA,-0.656281485154009,-1.65585139023198
aht_fall,D2,NP,1,1,0,glass,-10.88326598,2.420848144,0.453948981,,NA,0.256565033829132,0.37237590329125,NA,-0.987851442194668,-1.36037310331446
aht_fall,D5,N,1,0,0,glass,-13.48377268,3.56327905,1.085472119,,NA,0.613492270250993,0.548105116882761,NA,-0.601288191299932,-0.488587614338429
aht_fall,D7,control,0,0,0,glass,-14.51724171,2.198356194,1.898403371,,NA,1.07294860323071,0.338152095795672,NA,-1.084259497152,0.0704105624367398
aht_fall,E1,NP,1,1,0,glass,-9.440758526,3.23526653,0.072575234,,NA,0.0410184142838007,0.497650089900351,NA,-0.697858079640326,-3.19373418423282
aht_fall,E3,Si,0,0,1,glass,-10.96501902,3.38651229,1.186098211,,NA,0.670364601236737,0.520914777790237,NA,-0.652168824907474,-0.39993353365953
aht_fall,E4,NSi,1,0,1,glass,-9.358798694,4.352421922,0.190361495,,NA,0.107589410811871,0.669491413051387,NA,-0.401236939845953,-2.22943304862636
aht_fall,E6,NSi,1,0,1,glass,-13.17513715,6.73374668,0.155977416,,NA,0.088156054287124,1.03578781209973,NA,0.0351623082843719,-2.4286466908504
aht_fall,E7,Si,0,0,1,glass,-11.74453273,4.59263531,0.97396515,,NA,0.550470233698235,0.706441139766319,NA,-0.347515392760898,-0.596982395674164
aht_fall,E8,P,0,1,0,glass,-11.90501889,5.073468624,NA,,NA,NA,0.780403127046292,NA,-0.247944663262362,NA
aht_fall,F3,NP,1,1,0,glass,-10.31109051,3.75299694,0.072575234,,NA,0.0410184142838007,0.577287604365239,NA,-0.549414688884486,-3.19373418423282
aht_fall,F4,NPSi,1,1,1,glass,-12.4571745,3.761459656,0.072575234,,NA,0.0410184142838007,0.578589342982181,NA,-0.547162305237136,-3.19373418423282
aht_fall,F5,control,0,0,0,glass,-20.54726082,10.60598113,2.297773137,,NA,1.29866629797783,1.63141658156551,NA,0.489448705842444,0.26133781321416
aht_fall,F6,control,0,0,0,glass,-21.53178589,9.214948817,1.558003516,,NA,0.880559801914055,1.41744739256681,NA,0.348857643103426,-0.127197435221538
aht_fall,F7,N,1,0,0,glass,-16.92420859,5.273344914,1.431087914,,NA,0.80882904122627,0.811148183988308,NA,-0.209304523939419,-0.21216770535983
aht_fall,G1,control,0,0,0,glass,-19.94895862,7.934836729,1.323151954,,NA,0.747825284443347,1.22054000031072,NA,0.199293384021916,-0.290585905238401
aht_fall,G3,NSi,1,0,1,glass,-14.91541617,5.712801619,NA,,NA,NA,0.878745603466005,NA,-0.129259839037909,NA
aht_fall,G5,N,1,0,0,glass,-16.05782653,4.931316354,0.689434177,,NA,0.389657671563239,0.758537203701473,NA,-0.276363432350307,-0.942486690542382
aht_fall,G6,NSi,1,0,1,glass,-11.45024923,5.324988684,0.072575234,,NA,0.0410184142838007,0.819092050913947,NA,-0.199558807166507,-3.19373418423282
aht_fall,G7,N,1,0,0,glass,-13.85249039,4.790738045,1.353583164,,NA,0.765024539755942,0.736913387715008,NA,-0.305284913759871,-0.267847367557751
aht_fall,G8,Si,0,0,1,glass,-16.18958049,8.455538083,0.199496732,,NA,0.112752507300774,1.30063450666019,NA,0.262852227440496,-2.18256006314573
aht_fall,H3,NPSi,1,1,1,glass,-14.28515163,4.541812569,0.781340459,,NA,0.441601699058346,0.69862356387478,NA,-0.35864321703972,-0.817346936521341
aht_fall,H4,PSi,0,1,1,glass,-16.72642059,8.357051883,1.104099276,,NA,0.624020055015082,1.28548531699391,NA,0.251136325639059,-0.471572771681924
aht_fall,H6,NPSi,1,1,1,glass,-17.17539552,9.244495707,0.147748569,,NA,0.0835052355887784,1.42199230790174,NA,0.352058922014618,-2.48284594742898
aht_fall,H8,PSi,0,1,1,glass,-18.12425514,6.420441962,0.725316316,,NA,0.409937708729787,0.987595145550275,NA,-0.012482436923887,-0.891750060753653
aht_fall,I1,NSi,1,0,1,glass,-13.40712705,4.885479279,0.360297058,,NA,0.20363439669073,0.751486525099572,NA,-0.285702000622423,-1.59142906608609
aht_fall,I4,PSi,0,1,1,glass,-20.60552313,9.335491403,0.072575234,,NA,0.0410184142838007,1.4359893050193,NA,0.36185402284015,-3.19373418423282
aht_fall,I5,P,0,1,0,glass,-18.70228783,9.173477879,1.350805246,,NA,0.763454502911549,1.41106831503716,NA,0.344347087742005,-0.269901746260705
aht_fall,I7,NPSi,1,1,1,glass,-15.5064925,10.60000154,0.264299432,,NA,0.149378004027506,1.63049679845847,NA,0.488884752711714,-1.90127524585418
aht_fall,J2,Si,0,0,1,glass,-20.74416584,11.36879507,0.799913064,,NA,0.452098651864855,1.74875295008358,NA,0.558902933963152,-0.79385486662618
aht_fall,J3,Si,0,0,1,glass,-20.07468879,9.641902887,0.355076922,,NA,0.200684055516966,1.48312165134846,NA,0.394149090370338,-1.60602347069563
aht_fall,J4,NP,1,1,0,glass,-18.89215971,8.600206531,0.261219384,,NA,0.147637207919595,1.32288746958778,NA,0.279816824514343,-1.91299731240803
