site.date,nds.id,nutrient,N,P,Si,top,cr.area,gpp.area,chla_mgL,chla_ug_cm2,notes,cr.nrr,chla.nrr,gpp.nrr
cen_lan_fall,K2,control,0,0,0,sponge,-11.46387147,0,NA,NA,,1.24981713914914,NA,NA
cen_lan_fall,K4,control,0,0,0,sponge,-6.697897702,0,NA,NA,,0.730219923185098,NA,NA
cen_lan_fall,K8,control,0,0,0,sponge,-8.155867255,0,NA,NA,,0.889171054176539,NA,NA
cen_lan_fall,L1,control,0,0,0,sponge,-8.447982408,0,NA,NA,,0.921018107397607,NA,NA
cen_lan_fall,Q7,control,0,0,0,sponge,-11.09657831,0,NA,NA,,1.20977400994436,NA,NA
cen_lan_fall,K3,N,1,0,0,sponge,-7.604608677,0,NA,NA,,0.829071599931054,NA,NA
cen_lan_fall,N1,N,1,0,0,sponge,-9.074446336,0,NA,NA,,0.989316618622375,NA,NA
cen_lan_fall,O1,N,1,0,0,sponge,-8.719389304,0,NA,NA,,0.950607499706458,NA,NA
cen_lan_fall,Q1,N,1,0,0,sponge,-8.10699755,0,NA,NA,,0.883843168649037,NA,NA
cen_lan_fall,R3,N,1,0,0,sponge,-7.927799002,0,NA,NA,,0.864306538533535,NA,NA
cen_lan_fall,L7,NP,1,1,0,sponge,-10.92935948,0,NA,NA,,1.19154343572086,NA,NA
cen_lan_fall,M1,NP,1,1,0,sponge,-8.014348359,0,NA,NA,,0.87374234475694,NA,NA
cen_lan_fall,M4,NP,1,1,0,sponge,-7.842800267,0,NA,NA,,0.85503978461999,NA,NA
cen_lan_fall,N6,NP,1,1,0,sponge,-9.517986638,0,NA,NA,,1.03767238332138,NA,NA
cen_lan_fall,R2,NP,1,1,0,sponge,-10.60334438,0,NA,NA,,1.15600053377297,NA,NA
cen_lan_fall,O6,NPSi,1,1,1,sponge,-7.512477773,0,NA,NA,,0.81902728085736,NA,NA
cen_lan_fall,R4,NPSi,1,1,1,sponge,-11.48904162,0,NA,NA,,1.25256124570575,NA,NA
cen_lan_fall,S2,NPSi,1,1,1,sponge,-12.10385831,0,NA,NA,,1.31958994875845,NA,NA
cen_lan_fall,S7,NPSi,1,1,1,sponge,-12.12149233,0,NA,NA,,1.32151244941504,NA,NA
cen_lan_fall,S8,NPSi,1,1,1,sponge,-10.17540234,0,NA,NA,,1.10934532679912,NA,NA
cen_lan_fall,K7,NSi,1,0,1,sponge,-7.488706742,0,NA,NA,,0.816435709411641,NA,NA
cen_lan_fall,O4,NSi,1,0,1,sponge,-5.130752181,0,NA,NA,,0.559366181775643,NA,NA
cen_lan_fall,Q3,NSi,1,0,1,sponge,-8.153145738,0,NA,NA,,0.888874348251321,NA,NA
cen_lan_fall,Q4,NSi,1,0,1,sponge,-7.830229386,0,NA,NA,,0.853669278803598,NA,NA
cen_lan_fall,T5,NSi,1,0,1,sponge,-10.50641974,0,NA,NA,,1.14543359078212,NA,NA
